Date,Upload Date,Channel,Video,Views
2021-06-05,2009-10-02,Carrie Underwood,So Small,32087179
2021-06-05,2009-10-02,Carrie Underwood,All-American Girl,35442547
2021-06-05,2009-10-02,Carrie Underwood,Last Name,26846559
2021-06-05,2009-10-02,Carrie Underwood,Just A Dream,86126703
2021-06-05,2017-12-04,Carrie Underwood,I Told You So,2738248
2021-06-05,2009-11-14,Carrie Underwood,Cowboy Casanova,38062700
2021-06-05,2010-01-20,Carrie Underwood,Temporary Home,45956215
2021-06-05,2010-05-11,Carrie Underwood,Undo It,14222880
2021-06-05,2010-09-23,Carrie Underwood,Mama's Song,52899655
2021-06-05,2011-07-28,Brad Paisley,Remind Me,138306163
2021-06-05,2012-03-12,Carrie Underwood,Good Girl,38298780
2021-06-05,2012-08-01,Carrie Underwood,Blown Away,51005304
2021-06-05,2013-01-23,Carrie Underwood,Two Black Cadillacs,49192520
2021-06-05,2013-06-07,Carrie Underwood,See You Again,47141735
2021-06-05,2014-06-26,Miranda Lambert,Somethin' Bad,129688242
2021-06-05,2014-11-06,Carrie Underwood,Something in the Water,33168646
2021-06-05,2015-01-31,Carrie Underwood,Little Toy Guns,21813253
2021-06-05,2015-08-25,Carrie Underwood,Smoke Break,19828761
2021-06-05,2015-12-02,Carrie Underwood,Heartbeat,22357643
2021-06-05,2016-05-12,Carrie Underwood,Church Bells,50757429
2021-06-05,2016-10-13,Carrie Underwood,Dirty Laundry,39832286
2021-06-05,2018-05-06,Carrie Underwood,Cry Pretty,20777459
2021-06-05,2018-09-11,Carrie Underwood,Love Wins,14292785
2021-06-05,2019-06-07,Carrie Underwood,Southbound,17308181
2021-06-05,2019-11-20,Carrie Underwood,Drinking Alone,14332321
2021-06-05,2020-11-20,Carrie Underwood,Hallelujah,6740637
2021-06-06,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71874642
2021-06-06,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21834721
2021-06-06,2009-10-02,Carrie Underwood,Before He Cheats,136149794
2021-06-06,2009-10-02,Carrie Underwood,Wasted,30216265
2021-06-06,2009-10-02,Carrie Underwood,So Small,32088988
2021-06-06,2009-10-02,Carrie Underwood,All-American Girl,35446004
2021-06-06,2009-10-02,Carrie Underwood,Last Name,26849662
2021-06-06,2009-10-02,Carrie Underwood,Just A Dream,86131785
2021-06-06,2017-12-04,Carrie Underwood,I Told You So,2740567
2021-06-06,2009-11-14,Carrie Underwood,Cowboy Casanova,38067499
2021-06-06,2010-01-20,Carrie Underwood,Temporary Home,45961289
2021-06-06,2010-05-11,Carrie Underwood,Undo It,14225225
2021-06-06,2010-09-23,Carrie Underwood,Mama's Song,52905965
2021-06-06,2011-07-28,Brad Paisley,Remind Me,138333584
2021-06-06,2012-03-12,Carrie Underwood,Good Girl,38304300
2021-06-06,2012-08-01,Carrie Underwood,Blown Away,51013862
2021-06-06,2013-01-23,Carrie Underwood,Two Black Cadillacs,49208751
2021-06-06,2013-06-07,Carrie Underwood,See You Again,47146146
2021-06-06,2014-06-26,Miranda Lambert,Somethin' Bad,129723725
2021-06-06,2014-11-06,Carrie Underwood,Something in the Water,33172604
2021-06-06,2015-01-31,Carrie Underwood,Little Toy Guns,21815927
2021-06-06,2015-08-25,Carrie Underwood,Smoke Break,19830015
2021-06-06,2015-12-02,Carrie Underwood,Heartbeat,22359654
2021-06-06,2016-05-12,Carrie Underwood,Church Bells,50767293
2021-06-06,2016-10-13,Carrie Underwood,Dirty Laundry,39838560
2021-06-06,2018-05-06,Carrie Underwood,Cry Pretty,20780591
2021-06-06,2018-09-11,Carrie Underwood,Love Wins,14295623
2021-06-06,2019-06-07,Carrie Underwood,Southbound,17313209
2021-06-06,2019-11-20,Carrie Underwood,Drinking Alone,14341135
2021-06-06,2020-11-20,Carrie Underwood,Hallelujah,6746486
2021-06-07,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71888889
2021-06-07,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21836189
2021-06-07,2009-10-02,Carrie Underwood,Before He Cheats,136169209
2021-06-07,2009-10-02,Carrie Underwood,Wasted,30218167
2021-06-07,2009-10-02,Carrie Underwood,So Small,32090514
2021-06-07,2009-10-02,Carrie Underwood,All-American Girl,35448900
2021-06-07,2009-10-02,Carrie Underwood,Last Name,26852213
2021-06-07,2009-10-02,Carrie Underwood,Just A Dream,86136020
2021-06-07,2017-12-04,Carrie Underwood,I Told You So,2742402
2021-06-07,2009-11-14,Carrie Underwood,Cowboy Casanova,38071452
2021-06-07,2010-01-20,Carrie Underwood,Temporary Home,45965540
2021-06-07,2010-05-11,Carrie Underwood,Undo It,14227157
2021-06-07,2010-09-23,Carrie Underwood,Mama's Song,52910960
2021-06-07,2011-07-28,Brad Paisley,Remind Me,138353409
2021-06-07,2012-03-12,Carrie Underwood,Good Girl,38309114
2021-06-07,2012-08-01,Carrie Underwood,Blown Away,51020508
2021-06-07,2013-01-23,Carrie Underwood,Two Black Cadillacs,49220653
2021-06-07,2013-06-07,Carrie Underwood,See You Again,47149789
2021-06-07,2014-06-26,Miranda Lambert,Somethin' Bad,129749046
2021-06-07,2014-11-06,Carrie Underwood,Something in the Water,33175890
2021-06-07,2015-01-31,Carrie Underwood,Little Toy Guns,21818229
2021-06-07,2015-08-25,Carrie Underwood,Smoke Break,19830999
2021-06-07,2015-12-02,Carrie Underwood,Heartbeat,22361407
2021-06-07,2016-05-12,Carrie Underwood,Church Bells,50774862
2021-06-07,2016-10-13,Carrie Underwood,Dirty Laundry,39843545
2021-06-07,2018-05-06,Carrie Underwood,Cry Pretty,20783548
2021-06-07,2018-09-11,Carrie Underwood,Love Wins,14298223
2021-06-07,2019-06-07,Carrie Underwood,Southbound,17317123
2021-06-07,2019-11-20,Carrie Underwood,Drinking Alone,14348777
2021-06-07,2020-11-20,Carrie Underwood,Hallelujah,6750235
2021-06-08,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71904655
2021-06-08,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21837894
2021-06-08,2009-10-02,Carrie Underwood,Before He Cheats,136191499
2021-06-08,2009-10-02,Carrie Underwood,Wasted,30220223
2021-06-08,2009-10-02,Carrie Underwood,So Small,32092257
2021-06-08,2009-10-02,Carrie Underwood,All-American Girl,35452126
2021-06-08,2009-10-02,Carrie Underwood,Last Name,26855102
2021-06-08,2009-10-02,Carrie Underwood,Just A Dream,86140860
2021-06-08,2017-12-04,Carrie Underwood,I Told You So,2744348
2021-06-08,2009-11-14,Carrie Underwood,Cowboy Casanova,38075746
2021-06-08,2010-01-20,Carrie Underwood,Temporary Home,45970324
2021-06-08,2010-05-11,Carrie Underwood,Undo It,14229293
2021-06-08,2010-09-23,Carrie Underwood,Mama's Song,52916658
2021-06-08,2011-07-28,Brad Paisley,Remind Me,138375485
2021-06-08,2012-03-12,Carrie Underwood,Good Girl,38314229
2021-06-08,2012-08-01,Carrie Underwood,Blown Away,51028084
2021-06-08,2013-01-23,Carrie Underwood,Two Black Cadillacs,49234021
2021-06-08,2013-06-07,Carrie Underwood,See You Again,47154122
2021-06-08,2014-06-26,Miranda Lambert,Somethin' Bad,129778086
2021-06-08,2014-11-06,Carrie Underwood,Something in the Water,33179456
2021-06-08,2015-01-31,Carrie Underwood,Little Toy Guns,21820596
2021-06-08,2015-08-25,Carrie Underwood,Smoke Break,19832133
2021-06-08,2015-12-02,Carrie Underwood,Heartbeat,22363359
2021-06-08,2016-05-12,Carrie Underwood,Church Bells,50783193
2021-06-08,2016-10-13,Carrie Underwood,Dirty Laundry,39849145
2021-06-08,2018-05-06,Carrie Underwood,Cry Pretty,20787130
2021-06-08,2018-09-11,Carrie Underwood,Love Wins,14301100
2021-06-08,2019-06-07,Carrie Underwood,Southbound,17321571
2021-06-08,2019-11-20,Carrie Underwood,Drinking Alone,14357153
2021-06-08,2020-11-20,Carrie Underwood,Hallelujah,6754342
2021-06-09,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71921980
2021-06-09,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21839875
2021-06-09,2009-10-02,Carrie Underwood,Before He Cheats,136217325
2021-06-09,2009-10-02,Carrie Underwood,Wasted,30222474
2021-06-09,2009-10-02,Carrie Underwood,So Small,32094083
2021-06-09,2009-10-02,Carrie Underwood,All-American Girl,35455642
2021-06-09,2009-10-02,Carrie Underwood,Last Name,26858219
2021-06-09,2009-10-02,Carrie Underwood,Just A Dream,86146265
2021-06-09,2017-12-04,Carrie Underwood,I Told You So,2746565
2021-06-09,2009-11-14,Carrie Underwood,Cowboy Casanova,38080644
2021-06-09,2010-01-20,Carrie Underwood,Temporary Home,45975948
2021-06-09,2010-05-11,Carrie Underwood,Undo It,14231562
2021-06-09,2010-09-23,Carrie Underwood,Mama's Song,52923080
2021-06-09,2011-07-28,Brad Paisley,Remind Me,138400764
2021-06-09,2012-03-12,Carrie Underwood,Good Girl,38319946
2021-06-09,2012-08-01,Carrie Underwood,Blown Away,51036520
2021-06-09,2013-01-23,Carrie Underwood,Two Black Cadillacs,49249244
2021-06-09,2013-06-07,Carrie Underwood,See You Again,47159260
2021-06-09,2014-06-26,Miranda Lambert,Somethin' Bad,129811857
2021-06-09,2014-11-06,Carrie Underwood,Something in the Water,33183697
2021-06-09,2015-01-31,Carrie Underwood,Little Toy Guns,21823447
2021-06-09,2015-08-25,Carrie Underwood,Smoke Break,19833430
2021-06-09,2015-12-02,Carrie Underwood,Heartbeat,22365570
2021-06-09,2016-05-12,Carrie Underwood,Church Bells,50792466
2021-06-09,2016-10-13,Carrie Underwood,Dirty Laundry,39855396
2021-06-09,2018-05-06,Carrie Underwood,Cry Pretty,20791048
2021-06-09,2018-09-11,Carrie Underwood,Love Wins,14304314
2021-06-09,2019-06-07,Carrie Underwood,Southbound,17326791
2021-06-09,2019-11-20,Carrie Underwood,Drinking Alone,14366746
2021-06-09,2020-11-20,Carrie Underwood,Hallelujah,6759894
2021-06-10,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71938090
2021-06-10,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21841542
2021-06-10,2009-10-02,Carrie Underwood,Before He Cheats,136238794
2021-06-10,2009-10-02,Carrie Underwood,Wasted,30224468
2021-06-10,2009-10-02,Carrie Underwood,So Small,32095837
2021-06-10,2009-10-02,Carrie Underwood,All-American Girl,35458648
2021-06-10,2009-10-02,Carrie Underwood,Last Name,26860753
2021-06-10,2009-10-02,Carrie Underwood,Just A Dream,86151066
2021-06-10,2017-12-04,Carrie Underwood,I Told You So,2748539
2021-06-10,2009-11-14,Carrie Underwood,Cowboy Casanova,38084806
2021-06-10,2010-01-20,Carrie Underwood,Temporary Home,45980788
2021-06-10,2010-05-11,Carrie Underwood,Undo It,14233475
2021-06-10,2010-09-23,Carrie Underwood,Mama's Song,52928709
2021-06-10,2011-07-28,Brad Paisley,Remind Me,138421933
2021-06-10,2012-03-12,Carrie Underwood,Good Girl,38324768
2021-06-10,2012-08-01,Carrie Underwood,Blown Away,51043993
2021-06-10,2013-01-23,Carrie Underwood,Two Black Cadillacs,49263747
2021-06-10,2013-06-07,Carrie Underwood,See You Again,47163339
2021-06-10,2014-06-26,Miranda Lambert,Somethin' Bad,129838869
2021-06-10,2014-11-06,Carrie Underwood,Something in the Water,33187348
2021-06-10,2015-01-31,Carrie Underwood,Little Toy Guns,21825902
2021-06-10,2015-08-25,Carrie Underwood,Smoke Break,19834461
2021-06-10,2015-12-02,Carrie Underwood,Heartbeat,22367593
2021-06-10,2016-05-12,Carrie Underwood,Church Bells,50800594
2021-06-10,2016-10-13,Carrie Underwood,Dirty Laundry,39860678
2021-06-10,2018-05-06,Carrie Underwood,Cry Pretty,20794363
2021-06-10,2018-09-11,Carrie Underwood,Love Wins,14307177
2021-06-10,2019-06-07,Carrie Underwood,Southbound,17331104
2021-06-10,2019-11-20,Carrie Underwood,Drinking Alone,14375643
2021-06-10,2020-11-20,Carrie Underwood,Hallelujah,6819104
2021-06-11,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",71956381
2021-06-11,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21843440
2021-06-11,2009-10-02,Carrie Underwood,Before He Cheats,136264098
2021-06-11,2009-10-02,Carrie Underwood,Wasted,30226676
2021-06-11,2009-10-02,Carrie Underwood,So Small,32097761
2021-06-11,2009-10-02,Carrie Underwood,All-American Girl,35462351
2021-06-11,2009-10-02,Carrie Underwood,Last Name,26863892
2021-06-11,2009-10-02,Carrie Underwood,Just A Dream,86156835
2021-06-11,2017-12-04,Carrie Underwood,I Told You So,2750827
2021-06-11,2009-11-14,Carrie Underwood,Cowboy Casanova,38089761
2021-06-11,2010-01-20,Carrie Underwood,Temporary Home,45987054
2021-06-11,2010-05-11,Carrie Underwood,Undo It,14235697
2021-06-11,2010-09-23,Carrie Underwood,Mama's Song,52935281
2021-06-11,2011-07-28,Brad Paisley,Remind Me,138447158
2021-06-11,2012-03-12,Carrie Underwood,Good Girl,38330749
2021-06-11,2012-08-01,Carrie Underwood,Blown Away,51052657
2021-06-11,2013-01-23,Carrie Underwood,Two Black Cadillacs,49280145
2021-06-11,2013-06-07,Carrie Underwood,See You Again,47168234
2021-06-11,2014-06-26,Miranda Lambert,Somethin' Bad,129872129
2021-06-11,2014-11-06,Carrie Underwood,Something in the Water,33191478
2021-06-11,2015-01-31,Carrie Underwood,Little Toy Guns,21828655
2021-06-11,2015-08-25,Carrie Underwood,Smoke Break,19835739
2021-06-11,2015-12-02,Carrie Underwood,Heartbeat,22369844
2021-06-11,2016-05-12,Carrie Underwood,Church Bells,50810387
2021-06-11,2016-10-13,Carrie Underwood,Dirty Laundry,39866729
2021-06-11,2018-05-06,Carrie Underwood,Cry Pretty,20798739
2021-06-11,2018-09-11,Carrie Underwood,Love Wins,14310497
2021-06-11,2019-06-07,Carrie Underwood,Southbound,17336491
2021-06-11,2019-11-20,Carrie Underwood,Drinking Alone,14385332
2021-06-11,2020-11-20,Carrie Underwood,Hallelujah,6850543
2021-06-18,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",72083358
2021-06-18,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21854879
2021-06-18,2009-10-02,Carrie Underwood,Before He Cheats,136428382
2021-06-18,2009-10-02,Carrie Underwood,Wasted,30240887
2021-06-18,2009-10-02,Carrie Underwood,So Small,32110097
2021-06-18,2009-10-02,Carrie Underwood,All-American Girl,35485953
2021-06-18,2009-10-02,Carrie Underwood,Last Name,26885235
2021-06-18,2009-10-02,Carrie Underwood,Just A Dream,86191654
2021-06-18,2017-12-04,Carrie Underwood,I Told You So,2765733
2021-06-18,2009-11-14,Carrie Underwood,Cowboy Casanova,38121681
2021-06-18,2010-01-20,Carrie Underwood,Temporary Home,46026324
2021-06-18,2010-05-11,Carrie Underwood,Undo It,14250385
2021-06-18,2010-09-23,Carrie Underwood,Mama's Song,52977410
2021-06-18,2011-07-28,Brad Paisley,Remind Me,138611578
2021-06-18,2012-03-12,Carrie Underwood,Good Girl,38367749
2021-06-18,2012-08-01,Carrie Underwood,Blown Away,51107854
2021-06-18,2013-01-23,Carrie Underwood,Two Black Cadillacs,49382666
2021-06-18,2013-06-07,Carrie Underwood,See You Again,47198753
2021-06-18,2014-06-26,Miranda Lambert,Somethin' Bad,130097517
2021-06-18,2014-11-06,Carrie Underwood,Something in the Water,33218290
2021-06-18,2015-01-31,Carrie Underwood,Little Toy Guns,21846172
2021-06-18,2015-08-25,Carrie Underwood,Smoke Break,19843884
2021-06-18,2015-12-02,Carrie Underwood,Heartbeat,22384467
2021-06-18,2016-05-12,Carrie Underwood,Church Bells,50874104
2021-06-18,2016-10-13,Carrie Underwood,Dirty Laundry,39907919
2021-06-18,2018-05-06,Carrie Underwood,Cry Pretty,20822942
2021-06-18,2018-09-11,Carrie Underwood,Love Wins,14330290
2021-06-18,2019-06-07,Carrie Underwood,Southbound,17369521
2021-06-18,2019-11-20,Carrie Underwood,Drinking Alone,14445442
2021-06-18,2020-11-20,Carrie Underwood,Hallelujah,6921159
2021-06-19,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",72101196
2021-06-19,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21856618
2021-06-19,2009-10-02,Carrie Underwood,Before He Cheats,136453305
2021-06-19,2009-10-02,Carrie Underwood,Wasted,30242995
2021-06-19,2009-10-02,Carrie Underwood,So Small,32111849
2021-06-19,2009-10-02,Carrie Underwood,All-American Girl,35489310
2021-06-19,2009-10-02,Carrie Underwood,Last Name,26888111
2021-06-19,2009-10-02,Carrie Underwood,Just A Dream,86196471
2021-06-19,2017-12-04,Carrie Underwood,I Told You So,2768254
2021-06-19,2009-11-14,Carrie Underwood,Cowboy Casanova,38125885
2021-06-19,2010-01-20,Carrie Underwood,Temporary Home,46030825
2021-06-19,2010-05-11,Carrie Underwood,Undo It,14252386
2021-06-19,2010-09-23,Carrie Underwood,Mama's Song,52983457
2021-06-19,2011-07-28,Brad Paisley,Remind Me,138637308
2021-06-19,2012-03-12,Carrie Underwood,Good Girl,38372507
2021-06-19,2012-08-01,Carrie Underwood,Blown Away,51116026
2021-06-19,2013-01-23,Carrie Underwood,Two Black Cadillacs,49396956
2021-06-19,2013-06-07,Carrie Underwood,See You Again,47203216
2021-06-19,2014-06-26,Miranda Lambert,Somethin' Bad,130133021
2021-06-19,2014-11-06,Carrie Underwood,Something in the Water,33222075
2021-06-19,2015-01-31,Carrie Underwood,Little Toy Guns,21848639
2021-06-19,2015-08-25,Carrie Underwood,Smoke Break,19845087
2021-06-19,2015-12-02,Carrie Underwood,Heartbeat,22386477
2021-06-19,2016-05-12,Carrie Underwood,Church Bells,50882722
2021-06-19,2016-10-13,Carrie Underwood,Dirty Laundry,39913498
2021-06-19,2018-05-06,Carrie Underwood,Cry Pretty,20826008
2021-06-19,2018-09-11,Carrie Underwood,Love Wins,14333074
2021-06-19,2019-06-07,Carrie Underwood,Southbound,17374230
2021-06-19,2019-11-20,Carrie Underwood,Drinking Alone,14453950
2021-06-19,2020-11-20,Carrie Underwood,Hallelujah,6927852
2021-06-21,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",72135785
2021-06-21,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21859524
2021-06-21,2009-10-02,Carrie Underwood,Before He Cheats,136496240
2021-06-21,2009-10-02,Carrie Underwood,Wasted,30246649
2021-06-21,2009-10-02,Carrie Underwood,So Small,32115123
2021-06-21,2009-10-02,Carrie Underwood,All-American Girl,35495753
2021-06-21,2009-10-02,Carrie Underwood,Last Name,26893199
2021-06-21,2009-10-02,Carrie Underwood,Just A Dream,86205121
2021-06-21,2017-12-04,Carrie Underwood,I Told You So,2772768
2021-06-21,2009-11-14,Carrie Underwood,Cowboy Casanova,38133772
2021-06-21,2010-01-20,Carrie Underwood,Temporary Home,46039425
2021-06-21,2010-05-11,Carrie Underwood,Undo It,14256238
2021-06-21,2010-09-23,Carrie Underwood,Mama's Song,52995130
2021-06-21,2011-07-28,Brad Paisley,Remind Me,138683575
2021-06-21,2012-03-12,Carrie Underwood,Good Girl,38381176
2021-06-21,2012-08-01,Carrie Underwood,Blown Away,51130910
2021-06-21,2013-01-23,Carrie Underwood,Two Black Cadillacs,49422483
2021-06-21,2013-06-07,Carrie Underwood,See You Again,47212552
2021-06-21,2014-06-26,Miranda Lambert,Somethin' Bad,130194273
2021-06-21,2014-11-06,Carrie Underwood,Something in the Water,33229042
2021-06-21,2015-01-31,Carrie Underwood,Little Toy Guns,21853389
2021-06-21,2015-08-25,Carrie Underwood,Smoke Break,19847207
2021-06-21,2015-12-02,Carrie Underwood,Heartbeat,22390422
2021-06-21,2016-05-12,Carrie Underwood,Church Bells,50898752
2021-06-21,2016-10-13,Carrie Underwood,Dirty Laundry,39923389
2021-06-21,2018-05-06,Carrie Underwood,Cry Pretty,20831771
2021-06-21,2018-09-11,Carrie Underwood,Love Wins,14338121
2021-06-21,2019-06-07,Carrie Underwood,Southbound,17382650
2021-06-21,2019-11-20,Carrie Underwood,Drinking Alone,14468880
2021-06-21,2020-11-20,Carrie Underwood,Hallelujah,6938882
2021-06-22,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",72155309
2021-06-22,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21861318
2021-06-22,2009-10-02,Carrie Underwood,Before He Cheats,136521775
2021-06-22,2009-10-02,Carrie Underwood,Wasted,30249106
2021-06-22,2009-10-02,Carrie Underwood,So Small,32117172
2021-06-22,2009-10-02,Carrie Underwood,All-American Girl,35499795
2021-06-22,2009-10-02,Carrie Underwood,Last Name,26896681
2021-06-22,2009-10-02,Carrie Underwood,Just A Dream,86210283
2021-06-22,2017-12-04,Carrie Underwood,I Told You So,2775302
2021-06-22,2009-11-14,Carrie Underwood,Cowboy Casanova,38138685
2021-06-22,2010-01-20,Carrie Underwood,Temporary Home,46044676
2021-06-22,2010-05-11,Carrie Underwood,Undo It,14258855
2021-06-22,2010-09-23,Carrie Underwood,Mama's Song,53002003
2021-06-22,2011-07-28,Brad Paisley,Remind Me,138710706
2021-06-22,2012-03-12,Carrie Underwood,Good Girl,38386852
2021-06-22,2012-08-01,Carrie Underwood,Blown Away,51139582
2021-06-22,2013-01-23,Carrie Underwood,Two Black Cadillacs,49439041
2021-06-22,2013-06-07,Carrie Underwood,See You Again,47217882
2021-06-22,2014-06-26,Miranda Lambert,Somethin' Bad,130230944
2021-06-22,2014-11-06,Carrie Underwood,Something in the Water,33233387
2021-06-22,2015-01-31,Carrie Underwood,Little Toy Guns,21856351
2021-06-22,2015-08-25,Carrie Underwood,Smoke Break,19848538
2021-06-22,2015-12-02,Carrie Underwood,Heartbeat,22392870
2021-06-22,2016-05-12,Carrie Underwood,Church Bells,50908714
2021-06-22,2016-10-13,Carrie Underwood,Dirty Laundry,39929831
2021-06-22,2018-05-06,Carrie Underwood,Cry Pretty,20835794
2021-06-22,2018-09-11,Carrie Underwood,Love Wins,14341471
2021-06-22,2019-06-07,Carrie Underwood,Southbound,17387887
2021-06-22,2019-11-20,Carrie Underwood,Drinking Alone,14477699
2021-06-22,2020-11-20,Carrie Underwood,Hallelujah,6944852
2021-06-24,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",72186926
2021-06-24,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21864333
2021-06-24,2009-10-02,Carrie Underwood,Before He Cheats,136562696
2021-06-24,2009-10-02,Carrie Underwood,Wasted,30252950
2021-06-24,2009-10-02,Carrie Underwood,So Small,32120468
2021-06-24,2009-10-02,Carrie Underwood,All-American Girl,35505562
2021-06-24,2009-10-02,Carrie Underwood,Last Name,26901648
2021-06-24,2009-10-02,Carrie Underwood,Just A Dream,86218636
2021-06-24,2017-12-04,Carrie Underwood,I Told You So,2779528
2021-06-24,2009-11-14,Carrie Underwood,Cowboy Casanova,38146346
2021-06-24,2010-01-20,Carrie Underwood,Temporary Home,46052758
2021-06-24,2010-05-11,Carrie Underwood,Undo It,14262766
2021-06-24,2010-09-23,Carrie Underwood,Mama's Song,53012940
2021-06-24,2011-07-28,Brad Paisley,Remind Me,138751776
2021-06-24,2012-03-12,Carrie Underwood,Good Girl,38395939
2021-06-24,2012-08-01,Carrie Underwood,Blown Away,51153356
2021-06-24,2013-01-23,Carrie Underwood,Two Black Cadillacs,49465374
2021-06-24,2013-06-07,Carrie Underwood,See You Again,47226656
2021-06-24,2014-06-26,Miranda Lambert,Somethin' Bad,130290112
2021-06-24,2014-11-06,Carrie Underwood,Something in the Water,33244469
2021-06-24,2015-01-31,Carrie Underwood,Little Toy Guns,21860832
2021-06-24,2015-08-25,Carrie Underwood,Smoke Break,19850711
2021-06-24,2015-12-02,Carrie Underwood,Heartbeat,22396576
2021-06-24,2016-05-12,Carrie Underwood,Church Bells,50924976
2021-06-24,2016-10-13,Carrie Underwood,Dirty Laundry,39940454
2021-06-24,2018-05-06,Carrie Underwood,Cry Pretty,20842595
2021-06-24,2018-09-11,Carrie Underwood,Love Wins,14346617
2021-06-24,2019-06-07,Carrie Underwood,Southbound,17396294
2021-06-24,2019-11-20,Carrie Underwood,Drinking Alone,14492245
2021-06-24,2020-11-20,Carrie Underwood,Hallelujah,6953327
2021-06-26,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",72224274
2021-06-26,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21867620
2021-06-26,2009-10-02,Carrie Underwood,Before He Cheats,136616262
2021-06-26,2009-10-02,Carrie Underwood,Wasted,30257363
2021-06-26,2009-10-02,Carrie Underwood,So Small,32124179
2021-06-26,2009-10-02,Carrie Underwood,All-American Girl,35512663
2021-06-26,2009-10-02,Carrie Underwood,Last Name,26907398
2021-06-26,2009-10-02,Carrie Underwood,Just A Dream,86227897
2021-06-26,2017-12-04,Carrie Underwood,I Told You So,2784459
2021-06-26,2009-11-14,Carrie Underwood,Cowboy Casanova,38155453
2021-06-26,2010-01-20,Carrie Underwood,Temporary Home,46061817
2021-06-26,2010-05-11,Carrie Underwood,Undo It,14267228
2021-06-26,2010-09-23,Carrie Underwood,Mama's Song,53026300
2021-06-26,2011-07-28,Brad Paisley,Remind Me,138803351
2021-06-26,2012-03-12,Carrie Underwood,Good Girl,38406461
2021-06-26,2012-08-01,Carrie Underwood,Blown Away,51169119
2021-06-26,2013-01-23,Carrie Underwood,Two Black Cadillacs,49497874
2021-06-26,2013-06-07,Carrie Underwood,See You Again,47236580
2021-06-26,2014-06-26,Miranda Lambert,Somethin' Bad,130369800
2021-06-26,2014-11-06,Carrie Underwood,Something in the Water,33253556
2021-06-26,2015-01-31,Carrie Underwood,Little Toy Guns,21865442
2021-06-26,2015-08-25,Carrie Underwood,Smoke Break,19853303
2021-06-26,2015-12-02,Carrie Underwood,Heartbeat,22400767
2021-06-26,2016-05-12,Carrie Underwood,Church Bells,50944946
2021-06-26,2016-10-13,Carrie Underwood,Dirty Laundry,39953000
2021-06-26,2018-05-06,Carrie Underwood,Cry Pretty,20849535
2021-06-26,2018-09-11,Carrie Underwood,Love Wins,14352515
2021-06-26,2019-06-07,Carrie Underwood,Southbound,17406062
2021-06-26,2019-11-20,Carrie Underwood,Drinking Alone,14509611
2021-06-26,2020-11-20,Carrie Underwood,Hallelujah,6964176
2021-06-27,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",72242479
2021-06-27,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,21868972
2021-06-27,2009-10-02,Carrie Underwood,Before He Cheats,136637506
2021-06-27,2009-10-02,Carrie Underwood,Wasted,30259091
2021-06-27,2009-10-02,Carrie Underwood,So Small,32125783
2021-06-27,2009-10-02,Carrie Underwood,All-American Girl,35515397
2021-06-27,2009-10-02,Carrie Underwood,Last Name,26909633
2021-06-27,2009-10-02,Carrie Underwood,Just A Dream,86231693
2021-06-27,2017-12-04,Carrie Underwood,I Told You So,2786719
2021-06-27,2009-11-14,Carrie Underwood,Cowboy Casanova,38158954
2021-06-27,2010-01-20,Carrie Underwood,Temporary Home,46065689
2021-06-27,2010-05-11,Carrie Underwood,Undo It,14268943
2021-06-27,2010-09-23,Carrie Underwood,Mama's Song,53031539
2021-06-27,2011-07-28,Brad Paisley,Remind Me,138825620
2021-06-27,2012-03-12,Carrie Underwood,Good Girl,38410453
2021-06-27,2012-08-01,Carrie Underwood,Blown Away,51175429
2021-06-27,2013-01-23,Carrie Underwood,Two Black Cadillacs,49511790
2021-06-27,2013-06-07,Carrie Underwood,See You Again,47240687
2021-06-27,2014-06-26,Miranda Lambert,Somethin' Bad,130401444
2021-06-27,2014-11-06,Carrie Underwood,Something in the Water,33257025
2021-06-27,2015-01-31,Carrie Underwood,Little Toy Guns,21867330
